,A,Length
6024,arrastre,8.0
6025,arraswise,9.0
6026,arrasways,9.0
6027,arraught,8.0
6028,array,5.0
6029,arrayed,7.0
6030,arraying,8.0
6031,arrayer,7.0
6032,arrear,6.0
6033,arrearage,9.0
6034,arrect,6.0
6035,arrected,8.0
6036,arrectary,9.0
6037,arrenotokous,12.0
6038,arrentation,11.0
6039,arreption,9.0
6040,arreptitious,12.0
6041,arrested,8.0
6042,arresting,9.0
6043,arrest,6.0
6044,arrestation,11.0
6045,arrestee,8.0
6046,arrester,8.0
6047,arrestive,9.0
6048,arrestment,10.0
6049,arret,5.0
6050,arrhaphostic,12.0
6051,arrhizal,8.0
6052,arrhizous,9.0
6053,arrhythmic,10.0
6054,arrhythmous,11.0
6055,arrhytmy,8.0
6056,arride,6.0
6057,arriere,7.0
6058,arris,5.0
6059,arrish,6.0
6060,arriswise,9.0
6061,arrival,7.0
6062,arrivance,9.0
6063,arrived,7.0
6064,arriving,8.0
6065,arrive,6.0
6066,arriver,7.0
6067,arroba,6.0
6068,arrogance,9.0
6069,arrogancy,9.0
6070,arrogant,8.0
6071,arrogantly,10.0
6072,arrogantness,12.0
6073,arrogated,9.0
6074,arrogating,10.0
6075,arrogate,8.0
6076,arrogation,10.0
6077,arrogative,10.0
6078,arrondissement,14.0
6079,arrose,6.0
6080,arrosion,8.0
6081,arrow,5.0
6082,arrowhead,9.0
6083,arrowheaded,11.0
6084,arrowroot,9.0
6085,arrowwood,9.0
6086,arrowworm,9.0
6087,arrowy,6.0
6088,arroyos,7.0
6089,arroyo,6.0
6090,arschin,7.0
6091,arse,4.0
6092,arsenal,7.0
6093,arsenate,8.0
6094,arseniate,9.0
6095,arsenic,7.0
6096,arsenical,9.0
6097,arsenicated,11.0
6098,arsenicating,12.0
6099,arsenicate,10.0
6100,arsenicism,10.0
6101,arsenide,8.0
6102,arseniferous,12.0
6103,arsenious,9.0
6104,arsenite,8.0
6105,arseniuret,10.0
6106,arseniureted,12.0
6107,arsenopyrite,12.0
6108,arsesmart,9.0
6109,arshine,7.0
6110,arsine,6.0
6111,arsis,5.0
6112,arsmetrike,10.0
6113,arson,5.0
6114,art,3.0
6115,artemia,7.0
6116,artemisia,9.0
6117,arteriac,8.0
6118,arterial,8.0
6119,arterialization,15.0
6120,arterialized,12.0
6121,arterializing,13.0
6122,arterialize,11.0
6123,arteriography,13.0
6124,arteriole,9.0
6125,arteriology,11.0
6126,arteriotomy,11.0
6127,arteritis,9.0
6128,arteries,8.0
6129,artery,6.0
6130,artesian,8.0
6131,artful,6.0
6132,artfully,8.0
6133,artfulness,10.0
6134,arthen,6.0
6135,arthritic,9.0
6136,arthritical,11.0
6137,arthritis,9.0
6138,arthroderm,10.0
6139,arthrodia,9.0
6140,arthrodial,10.0
6141,arthrodic,9.0
6142,arthrodynia,11.0
6143,arthrodynic,11.0
6144,arthrogastra,12.0
6145,arthrography,12.0
6146,arthrology,10.0
6147,arthromere,10.0
6148,arthropleura,12.0
6149,arthropod,9.0
6150,arthropoda,10.0
6151,arthropomata,12.0
6152,arthrosis,9.0
6153,arthrostraca,12.0
6154,arthrozoic,10.0
6155,artiad,6.0
6156,artichoke,9.0
6157,article,7.0
6158,articled,8.0
6159,articling,9.0
6160,articular,9.0
6161,articulary,10.0
6162,articularly,11.0
6163,articulata,10.0
6164,articulate,10.0
6165,articulated,11.0
6166,articulating,12.0
6167,articulately,12.0
6168,articulateness,14.0
6169,articulation,12.0
6170,articulative,12.0
6171,articulator,11.0
6172,articuli,8.0
6173,articulus,9.0
6174,artifice,8.0
6175,artificer,9.0
6176,artificial,10.0
6177,artificiality,13.0
6178,artificialize,13.0
6179,artificially,12.0
6180,artificialness,14.0
6181,artificious,11.0
6182,artilize,8.0
6183,artillerist,11.0
6184,artillery,9.0
6185,artilleryman,12.0
6186,artiodactyla,12.0
6187,artiodactyle,12.0
6188,artiodactylous,14.0
6189,artisan,7.0
6190,artist,6.0
6191,artiste,7.0
6192,artistic,8.0
6193,artistical,10.0
6194,artistry,8.0
6195,artless,7.0
6196,artlessly,9.0
6197,artlessness,11.0
6198,artly,5.0
6199,artocarpeous,12.0
6200,artocarpous,11.0
6201,artotype,8.0
6202,artotyrite,10.0
6203,artow,5.0
6204,artsman,7.0
6205,arum,4.0
6206,arundelian,10.0
6207,arundiferous,12.0
6208,arundinaceous,13.0
6209,arundineous,11.0
6210,aruspices,9.0
6211,aruspex,7.0
6212,aruspice,8.0
6213,aruspicy,8.0
6214,arval,5.0
6215,arvicole,8.0
6216,aryan,5.0
6217,aryanize,8.0
6218,arytenoid,9.0
6219,as,2.0
6220,asses,5.0
6221,asa,3.0
6222,asafetida,9.0
6223,asafoetida,10.0
6224,asaphus,7.0
6225,asarabacca,10.0
6226,asarone,7.0
6227,asbestic,8.0
6228,asbestiform,11.0
6229,asbestine,9.0
6230,asbestous,9.0
6231,asbestus,8.0
6232,asbestos,8.0
6233,asbolin,7.0
6234,ascarides,9.0
6235,ascarid,7.0
6236,ascended,8.0
6237,ascending,9.0
6238,ascend,6.0
6239,ascendable,10.0
6240,ascendancy,10.0
6241,ascendance,10.0
6242,ascendant,9.0
6243,ascendent,9.0
6244,ascendency,10.0
6245,ascendible,10.0
6246,ascension,9.0
6247,ascensional,11.0
6248,ascensive,9.0
6249,ascent,6.0
6250,ascertained,11.0
6251,ascertaining,12.0
6252,ascertain,9.0
6253,ascertainable,13.0
6254,ascertainer,11.0
6255,ascertainment,13.0
6256,ascessancy,10.0
6257,ascessant,9.0
6258,ascetic,7.0
6259,asceticism,10.0
6260,ascham,6.0
6261,asci,4.0
6262,ascian,6.0
6263,ascidian,8.0
6264,ascidiarium,11.0
6265,ascidiform,10.0
6266,ascidioidea,11.0
6267,ascidiozooid,12.0
6268,ascidia,7.0
6269,ascidium,8.0
6270,ascigerous,10.0
6271,ascii,5.0
6272,ascians,7.0
6273,ascites,7.0
6274,ascitic,7.0
6275,ascitical,9.0
6276,ascititious,11.0
6277,asclepiad,9.0
6278,asclepiadaceous,15.0
6279,asclepias,9.0
6280,ascococci,9.0
6281,ascococcus,10.0
6282,ascospore,9.0
6283,ascribable,10.0
6284,ascribed,8.0
6285,ascribing,9.0
6286,ascribe,7.0
6287,ascript,7.0
6288,ascription,10.0
6289,ascriptitious,13.0
6290,ascus,5.0
6291,aseptic,7.0
6292,asexual,7.0
6293,asexually,9.0
6294,ash,3.0
6295,ashame,6.0
6296,ashamed,7.0
6297,ashamedly,9.0
6298,ashantees,9.0
6299,ashantee,8.0
6300,ashen,5.0
6301,ashery,6.0
6302,ashes,5.0
6303,ashine,6.0
6304,ashlar,6.0
6305,ashler,6.0
6306,ashlaring,9.0
6307,ashlering,9.0
6308,ashore,6.0
6309,ashtaroth,9.0
6310,ashtoreth,9.0
6311,ashweed,7.0
6312,ashy,4.0
6313,asian,5.0
6314,asiarch,7.0
6315,asiatic,7.0
6316,asiaticism,10.0
6317,aside,5.0
6318,asilus,6.0
6319,asinego,7.0
6320,assinego,8.0
6321,asinine,7.0
6322,asininity,9.0
6323,asiphonate,10.0
6324,asiphonea,9.0
6325,asiphonata,10.0
6326,asiphonida,10.0
6327,asitia,6.0
6328,asked,5.0
6329,asking,6.0
6330,ask,3.0
6331,askance,7.0
6332,askant,6.0
6333,asker,5.0
6334,askew,5.0
6335,aslake,6.0
6336,aslant,6.0
6337,asleep,6.0
6338,aslope,6.0
6339,aslug,5.0
6340,asmear,6.0
6341,asmonean,8.0
6342,asoak,5.0
6343,asomatous,9.0
6344,asonant,7.0
6345,asp,3.0
6346,aspalathus,10.0
6347,asparagine,10.0
6348,asparaginous,12.0
6349,asparagus,9.0
6350,aspartic,8.0
6351,aspect,6.0
6352,aspectable,10.0
6353,aspectant,9.0
6354,aspected,8.0
6355,aspection,9.0
6356,aspen,5.0
6357,asper,5.0
6358,asperated,9.0
6359,asperating,10.0
6360,asperate,8.0
6361,asperation,10.0
6362,asperges,8.0
6363,aspergill,9.0
6364,aspergillum,11.0
6365,aspergilliform,14.0
6366,asperifoliate,13.0
6367,asperifolious,13.0
6368,asperities,10.0
6369,asperity,8.0
6370,aspermatous,11.0
6371,aspermous,9.0
6372,asperne,7.0
6373,asperous,8.0
6374,aspersed,8.0
6375,aspersing,9.0
6376,asperse,7.0
6377,asperser,8.0
6378,aspersion,9.0
6379,aspersive,9.0
6380,aspersoir,9.0
6381,aspersoria,10.0
6382,aspersorium,11.0
6383,asphalt,7.0
6384,asphaltum,9.0
6385,asphalte,8.0
6386,asphaltic,9.0
6387,asphaltite,10.0
6388,asphaltus,9.0
6389,asphodel,8.0
6390,asphyctic,9.0
6391,asphyxia,8.0
6392,asphyxy,7.0
6393,asphyxial,9.0
6394,asphyxiate,10.0
6395,asphyxiated,11.0
6396,asphyxied,9.0
6397,asphyxiation,12.0
6398,aspic,5.0
6399,aspidobranchia,14.0
6400,aspirant,8.0
6401,aspirated,9.0
6402,aspirating,10.0
6403,aspirate,8.0
6404,aspiration,10.0
6405,aspirator,9.0
6406,aspiratory,10.0
6407,aspired,7.0
6408,aspiring,8.0
6409,aspire,6.0
6410,aspirement,10.0
6411,aspirer,7.0
6412,aspish,6.0
6413,asportation,11.0
6414,asprawl,7.0
6415,asquat,6.0
6416,asquint,7.0
6417,ass,3.0
6418,assaf/tida,10.0
6419,assagai,7.0
6420,assegai,7.0
6421,assai,5.0
6422,assailed,8.0
6423,assailing,9.0
6424,assail,6.0
6425,assailable,10.0
6426,assailant,9.0
6427,assailer,8.0
6428,assailment,10.0
6429,assamar,7.0
6430,assamese,8.0
6431,assapan,7.0
6432,assapanic,9.0
6433,assart,6.0
6434,assassin,8.0
6435,assassinated,12.0
6436,assassinating,13.0
6437,assassinate,11.0
6438,assassination,13.0
6439,assassinator,12.0
6440,assassinous,11.0
6441,assastion,9.0
6442,assault,7.0
6443,assaulted,9.0
6444,assaulting,10.0
6445,assaultable,11.0
6446,assaulter,9.0
6447,assay,5.0
6448,assayed,7.0
6449,assaying,8.0
6450,assayable,9.0
6451,assayer,7.0
6452,asse,4.0
6453,assecuration,12.0
6454,assecure,8.0
6455,assecution,10.0
6456,assemblage,10.0
6457,assemblance,11.0
6458,assembled,9.0
6459,assembling,10.0
6460,assemble,8.0
6461,assembler,9.0
6462,assemblies,10.0
6463,assembly,8.0
6464,assemblymen,11.0
6465,assemblyman,11.0
6466,assented,8.0
6467,assenting,9.0
6468,assent,6.0
6469,assentation,11.0
6470,assentator,10.0
6471,assentatory,11.0
6472,assenter,8.0
6473,assentient,10.0
6474,assentive,9.0
6475,assentment,10.0
6476,asserted,8.0
6477,asserting,9.0
6478,assert,6.0
6479,asserter,8.0
6480,assertion,9.0
6481,assertive,9.0
6482,assertor,8.0
6483,assertorial,11.0
6484,assertory,9.0
6485,assessed,8.0
6486,assessing,9.0
6487,assess,6.0
6488,assessable,10.0
6489,assessee,8.0
6490,assession,9.0
6491,assessment,10.0
6492,assessor,8.0
6493,assessorial,11.0
6494,assessorship,12.0
6495,asset,5.0
6496,assets,6.0
6497,assever,7.0
6498,asseverated,11.0
6499,asseverating,12.0
6500,asseverate,10.0
6501,asseveration,12.0
6502,asseverative,12.0
6503,asseveratory,12.0
6504,assibilate,10.0
6505,assibilation,12.0
6506,assidean,8.0
6507,assident,8.0
6508,assiduate,9.0
6509,assiduities,11.0
6510,assiduity,9.0
6511,assiduous,9.0
6512,assiege,7.0
6513,assientist,10.0
6514,assiento,8.0
6515,assigned,8.0
6516,assigning,9.0
6517,assign,6.0
6518,assignability,13.0
6519,assignable,10.0
6520,assignat,8.0
6521,assignation,11.0
6522,assignee,8.0
6523,assigner,8.0
6524,assignment,10.0
6525,assignor,8.0
6526,assimilability,14.0
6527,assimilable,11.0
6528,assimilated,11.0
6529,assimilating,12.0
6530,assimilate,10.0
6531,assimilation,12.0
6532,assimilative,12.0
6533,assimilatory,12.0
6534,assimulate,10.0
6535,assimulation,12.0
6536,assish,6.0
6537,assisted,8.0
6538,assisting,9.0
6539,assist,6.0
6540,assistance,10.0
6541,assistant,9.0
6542,assistantly,11.0
6543,assister,8.0
6544,assistful,9.0
6545,assistive,9.0
6546,assistless,10.0
6547,assistor,8.0
6548,assithment,10.0
6549,assize,6.0
6550,assized,7.0
6551,assizing,8.0
6552,assizer,7.0
6553,assizor,7.0
6554,assober,7.0
6555,associability,13.0
6556,associable,10.0
6557,associableness,14.0
6558,associated,10.0
6559,associating,11.0
6560,associate,9.0
6561,associateship,13.0
6562,association,11.0
6563,associational,13.0
6564,associationism,14.0
6565,associationist,14.0
6566,associative,11.0
6567,associator,10.0
6568,assoil,6.0
6569,assoilment,10.0
6570,assoilzie,9.0
6571,assoilyie,9.0
6572,assonance,9.0
6573,assonant,8.0
6574,assonantal,10.0
6575,assonate,8.0
6576,assorted,8.0
6577,assorting,9.0
6578,assort,6.0
6579,assortment,10.0
6580,assot,5.0
6581,assuaged,8.0
6582,assuaging,9.0
6583,assuage,7.0
6584,assuagement,11.0
6585,assuager,8.0
6586,assuasive,9.0
6587,assubjugate,11.0
6588,assuefaction,12.0
6589,assuetude,9.0
6590,assumable,9.0
6591,assumably,9.0
6592,assumed,7.0
6593,assuming,8.0
6594,assume,6.0
6595,assumedly,9.0
6596,assument,8.0
6597,assumer,7.0
6598,assumpsit,9.0
6599,assumpt,7.0
6600,assumption,10.0
6601,assumptive,10.0
6602,assurance,9.0
6603,assured,7.0
6604,assuring,8.0
6605,assure,6.0
6606,assuredly,9.0
6607,assuredness,11.0
6608,assurer,7.0
6609,assurgency,10.0
6610,assurgent,9.0
6611,asswage,7.0
6612,assyrian,8.0
6613,assyriological,14.0
6614,assyriologist,13.0
6615,assyriology,11.0
6616,assythment,10.0
6617,astacus,7.0
6618,astarboard,10.0
6619,astart,6.0
6620,astarte,7.0
6621,astate,6.0
6622,astatic,7.0
6623,astatically,11.0
6624,astaticism,10.0
6625,astay,5.0
6626,asteism,7.0
6627,astel,5.0
6628,aster,5.0
6629,asterias,8.0
6630,asteriated,10.0
6631,asteridian,10.0
6632,asterioidea,11.0
6633,asteridea,9.0
6634,asterion,8.0
6635,asteriscus,10.0
6636,asterisk,8.0
6637,asterism,8.0
6638,astern,6.0
6639,asternal,8.0
6640,asteroid,8.0
6641,asteroidal,10.0
6642,asterolepis,11.0
6643,asterophyllite,14.0
6644,astert,6.0
6645,asthenia,8.0
6646,astheny,7.0
6647,asthenic,8.0
6648,asthenopia,10.0
6649,asthma,6.0
6650,asthmatic,9.0
6651,asthmatical,11.0
6652,astigmatic,10.0
6653,astigmatism,11.0
6654,astipulate,10.0
6655,astipulation,12.0
6656,astir,5.0
6657,astomatous,10.0
6658,astomous,8.0
6659,astoned,7.0
6660,astond,6.0
6661,astound,7.0
6662,aston,5.0
6663,astone,6.0
6664,astonied,8.0
6665,astonished,10.0
6666,astonishing,11.0
6667,astonish,8.0
6668,astonishedly,12.0
6669,astonishment,12.0
6670,astonying,9.0
6671,astony,6.0
6672,astoop,6.0
6673,astounded,9.0
6674,astounding,10.0
6675,astoundment,11.0
6676,astrachan,9.0
6677,astraddle,9.0
6678,astraean,8.0
6679,astragal,8.0
6680,astragalar,10.0
6681,astragaloid,11.0
6682,astragalomancy,14.0
6683,astragalus,10.0
6684,astrakhan,9.0
6685,astral,6.0
6686,astrand,7.0
6687,astray,6.0
6688,astricted,9.0
6689,astricting,10.0
6690,astrict,7.0
6691,astriction,10.0
6692,astrictive,10.0
6693,astrictory,10.0
6694,astride,7.0
6695,astriferous,11.0
6696,astringed,9.0
6697,astringing,10.0
6698,astringe,8.0
6699,astringency,11.0
6700,astringent,10.0
6701,astringently,12.0
6702,astringer,9.0
6703,astrofel,8.0
6704,astrofell,9.0
6705,astrogeny,9.0
6706,astrognosy,10.0
6707,astrogony,9.0
6708,astrography,11.0
6709,astroite,8.0
6710,astrolabe,9.0
6711,astrolater,10.0
6712,astrolatry,10.0
6713,astrolithology,14.0
6714,astrologer,10.0
6715,astrologian,11.0
6716,astrologic,10.0
6717,astrological,12.0
6718,astrologize,11.0
6719,astrology,9.0
6720,astromantic,11.0
6721,astrometeorology,16.0
6722,astrometer,10.0
6723,astrometry,10.0
6724,astronomer,10.0
6725,astronomian,11.0
6726,astronomic,10.0
6727,astronomical,12.0
6728,astronomize,11.0
6729,astronomy,9.0
6730,astrophel,9.0
6731,astrophotography,16.0
6732,astrophysical,13.0
6733,astrophyton,11.0
6734,astroscope,10.0
6735,astroscopy,10.0
6736,astrotheology,13.0
6737,astructive,10.0
6738,astrut,6.0
6739,astucious,9.0
6740,astucity,8.0
6741,astun,5.0
6742,asturian,8.0
6743,astute,6.0
6744,astylar,7.0
6745,astyllen,8.0
6746,asunder,7.0
6747,asura,5.0
6748,aswail,6.0
6749,asweve,6.0
6750,aswing,6.0
6751,aswoon,6.0
6752,aswooned,8.0
6753,asylums,7.0
6754,asyla,5.0
6755,asylum,6.0
6756,asymmetral,10.0
6757,asymmetric,10.0
6758,asymmetrical,12.0
6759,asymmetrous,11.0
6760,asymmetry,9.0
6761,asymptote,9.0
6762,asynartete,10.0
6763,asyndetic,9.0
6764,asyndeton,9.0
6765,asystole,8.0
6766,asystolism,10.0
6767,at,2.0
6768,atabal,6.0
6769,atacamite,9.0
6770,atafter,7.0
6771,ataghan,7.0
6772,atake,5.0
6773,ataman,6.0
6774,ataraxia,8.0
6775,ataraxy,7.0
6776,ataunt,6.0
6777,ataunto,7.0
6778,atavic,6.0
6779,atavism,7.0
6780,ataxia,6.0
6781,ataxy,5.0
6782,ataxic,6.0
6783,atazir,6.0
6784,ate,3.0
6785,atechnic,8.0
6786,ateles,6.0
6787,atelier,7.0
6788,atellan,7.0
6789,athalamous,10.0
6790,athamaunt,9.0
6791,athanasian,10.0
6792,athanor,7.0
6793,athecata,8.0
6794,atheism,7.0
6795,atheist,7.0
6796,atheistic,9.0
6797,atheistical,11.0
6798,atheize,7.0
6799,atheling,8.0
6800,atheneums,9.0
6801,athenaea,8.0
6802,atheneum,8.0
6803,athenaeum,9.0
6804,athenian,8.0
6805,atheological,12.0
6806,atheology,9.0
6807,atheous,7.0
6808,atherine,8.0
6809,athermancy,10.0
6810,athermanous,11.0
6811,athermous,9.0
6812,atheroid,8.0
6813,atheroma,8.0
6814,atheromatous,12.0
6815,athetosis,9.0
6816,athink,6.0
6817,athirst,7.0
6818,athlete,7.0
6819,athletic,8.0
6820,athleticism,11.0
6821,athletics,9.0
6822,athletism,9.0
6823,athwart,7.0
6824,atilt,5.0
6825,atimy,5.0
6826,atlanta,7.0
6827,atlantal,8.0
6828,atlantean,9.0
6829,atlantes,8.0
6830,atlantic,8.0
6831,atlantides,10.0
6832,atlases,7.0
6833,atlas,5.0
6834,atmidometer,11.0
6835,atmo,4.0
6836,atmologic,9.0
6837,atmological,11.0
6838,atmologist,10.0
6839,atmology,8.0
6840,atmolysis,9.0
6841,atmolyzation,12.0
6842,atmolyze,8.0
6843,atmolyzer,9.0
6844,atmometer,9.0
6845,atmosphere,10.0
6846,atmospheric,11.0
6847,atmospherical,13.0
6848,atmospherically,15.0
6849,atmospherology,14.0
6850,atokous,7.0
6851,atoll,5.0
6852,atom,4.0
6853,atomic,6.0
6854,atomical,8.0
6855,atomically,10.0
6856,atomician,9.0
6857,atomicism,9.0
6858,atomicity,9.0
6859,atomism,7.0
6860,atomist,7.0
6861,atomistic,9.0
6862,atomization,11.0
6863,atomize,7.0
6864,atomizer,8.0
6865,atomology,9.0
6866,atomy,5.0
6867,atonable,8.0
6868,atoned,6.0
6869,atoning,7.0
6870,atone,5.0
6871,atonement,9.0
6872,atoner,6.0
6873,atonic,6.0
6874,atony,5.0
6875,atop,4.0
6876,atrabilarian,12.0
6877,atrabilarious,13.0
6878,atrabiliar,10.0
6879,atrabiliary,11.0
6880,atrabilious,11.0
6881,atramentaceous,14.0
6882,atramental,10.0
6883,atramentous,11.0
6884,atramentarious,14.0
6885,atrede,6.0
6886,atrenne,7.0
6887,atresia,7.0
6888,atrial,6.0
6889,atrip,5.0
6890,atria,5.0
6891,atrium,6.0
6892,atrocha,7.0
6893,atrocious,9.0
6894,atrocities,10.0
6895,atrocity,8.0
6896,atrophic,8.0
6897,atrophied,9.0
6898,atrophy,7.0
6899,atropia,7.0
6900,atropine,8.0
6901,atropism,8.0
6902,atropous,8.0
6903,atrous,6.0
6904,atrypa,6.0
6905,attabal,7.0
6906,attacca,7.0
6907,attached,8.0
6908,attaching,9.0
6909,attach,6.0
6910,attachable,10.0
6911,attache,7.0
6912,attachment,10.0
6913,attacked,8.0
6914,attacking,9.0
6915,attack,6.0
6916,attackable,10.0
6917,attacker,8.0
6918,attagas,7.0
6919,attagen,7.0
6920,attaghan,8.0
6921,attained,8.0
6922,attaining,9.0
6923,attain,6.0
6924,attainability,13.0
6925,attainable,10.0
6926,attainableness,14.0
6927,attainder,9.0
6928,attainment,10.0
6929,attainted,9.0
6930,attainting,10.0
6931,attaint,7.0
6932,attaintment,11.0
6933,attainture,10.0
6934,attal,5.0
6935,attame,6.0
6936,attaminate,10.0
6937,attar,5.0
6938,attask,6.0
6939,attaste,7.0
6940,atte,4.0
6941,attempered,10.0
6942,attempering,11.0
6943,attemper,8.0
6944,attemperament,13.0
6945,attemperance,12.0
6946,attemperate,11.0
6947,attemperation,13.0
6948,attemperly,10.0
6949,attemperment,12.0
6950,attempted,9.0
6951,attempting,10.0
6952,attempt,7.0
6953,attemptable,11.0
6954,attempter,9.0
6955,attemptive,10.0
6956,attended,8.0
6957,attending,9.0
6958,attend,6.0
6959,attendance,10.0
6960,attendancy,10.0
6961,attendant,9.0
6962,attendement,11.0
6963,attender,8.0
6964,attendment,10.0
6965,attent,6.0
6966,attentate,9.0
6967,attentat,8.0
6968,attention,9.0
6969,attentive,9.0
6970,attently,8.0
6971,attenuant,9.0
6972,attenuated,10.0
6973,attenuating,11.0
6974,attenuate,9.0
6975,attenuation,11.0
6976,atter,5.0
6977,attercop,8.0
6978,atterrate,9.0
6979,atterration,11.0
6980,attested,8.0
6981,attesting,9.0
6982,attest,6.0
6983,attestation,11.0
6984,attestative,11.0
6985,attester,8.0
6986,attestor,8.0
6987,attestive,9.0
6988,attic,5.0
6989,attical,7.0
6990,atticism,8.0
6991,atticize,8.0
6992,attiguous,9.0
6993,attinge,7.0
6994,attired,7.0
6995,attiring,8.0
6996,attire,6.0
6997,attirement,10.0
6998,attirer,7.0
6999,attitude,8.0
7000,attitudinal,11.0
7001,attitudinarian,14.0
7002,attitudinarianism,17.0
7003,attitudinize,12.0
7004,attitudinizer,13.0
7005,attle,5.0
7006,attollent,9.0
7007,attonce,7.0
7008,attone,6.0
7009,attorn,6.0
7010,attorneys,9.0
7011,attorney,8.0
7012,attorneyism,11.0
7013,attorneyship,12.0
7014,attornment,10.0
7015,attracted,9.0
7016,attracting,10.0
7017,attract,7.0
7018,attractability,14.0
7019,attractable,11.0
7020,attracter,9.0
7021,attractile,10.0
7022,attraction,10.0
7023,attractive,10.0
7024,attractivity,12.0
7025,attractor,9.0
7026,attrahent,9.0
7027,attrap,6.0
7028,attrectation,12.0
7029,attributable,12.0
7030,attributed,10.0
7031,attributing,11.0
7032,attribute,9.0
7033,attribution,11.0
7034,attributive,11.0
7035,attributively,13.0
7036,attrite,7.0
7037,attrition,9.0
7038,attry,5.0
7039,attuned,7.0
7040,attuning,8.0
7041,attune,6.0
7042,atwain,6.0
7043,atween,6.0
7044,atwirl,6.0
7045,atwite,6.0
7046,atwixt,6.0
7047,atwo,4.0
7048,atypic,6.0
7049,atypical,8.0
7050,aubade,6.0
7051,aubaine,7.0
7052,aube,4.0
7053,auberge,7.0
7054,aubin,5.0
7055,auburn,6.0
7056,auchenium,9.0
7057,auctary,7.0
7058,auction,7.0
7059,auctionary,10.0
7060,auctioneer,10.0
7061,aucupation,10.0
7062,audacious,9.0
7063,audaciously,11.0
7064,audaciousness,13.0
7065,audacity,8.0
7066,audibility,10.0
7067,audible,7.0
7068,audibleness,11.0
7069,audibly,7.0
7070,audience,8.0
7071,audient,7.0
7072,audiometer,10.0
7073,audiphone,9.0
7074,audit,5.0
7075,audited,7.0
7076,auditing,8.0
7077,audition,8.0
7078,auditive,8.0
7079,auditor,7.0
7080,auditorial,10.0
7081,auditorium,10.0
7082,auditorship,11.0
7083,auditory,8.0
7084,auditress,9.0
7085,auditual,8.0
7086,auf,3.0
7087,augean,6.0
7088,auger,5.0
7089,auget,5.0
7090,aught,5.0
7091,aucht,5.0
7092,augite,6.0
7093,augitic,7.0
7094,augmented,9.0
7095,augmenting,10.0
7096,augment,7.0
7097,augmentable,11.0
7098,augmentation,12.0
7099,augmentative,12.0
7100,augmenter,9.0
7101,augrim,6.0
7102,augur,5.0
7103,augured,7.0
7104,auguring,8.0
7105,augural,7.0
7106,augurate,8.0
7107,auguration,10.0
7108,augurer,7.0
7109,augurial,8.0
7110,augurist,8.0
7111,angurize,8.0
7112,augurous,8.0
7113,augurship,9.0
7114,auguries,8.0
7115,augury,6.0
7116,august,6.0
7117,augustan,8.0
7118,augustine,9.0
7119,augustinian,11.0
7120,augustinianism,14.0
7121,augustinism,11.0
7122,augustly,8.0
7123,augustness,10.0
7124,auk,3.0
7125,aukward,7.0
7126,aularian,8.0
7127,auld,4.0
7128,auletic,7.0
7129,aulic,5.0
7130,auln,4.0
7131,aulnage,7.0
7132,aulnager,8.0
7133,aum,3.0
7134,aumail,6.0
7135,aumbry,6.0
7136,aumery,6.0
7137,auncel,6.0
7138,auncetry,8.0
7139,aune,4.0
7140,aunt,4.0
7141,auntter,7.0
7142,aunter,6.0
7143,auntre,6.0
7144,auntie,6.0
7145,aunty,5.0
7146,auntrous,8.0
7147,aurae,5.0
7148,aura,4.0
7149,aural,5.0
7150,aurantiaceous,13.0
7151,aurate,6.0
7152,aurated,7.0
7153,aureate,7.0
7154,aurelia,7.0
7155,aurelian,8.0
7156,aureola,7.0
7157,aureole,7.0
7158,auric,5.0
7159,aurichalceous,13.0
7160,aurichalcite,12.0
7161,auricle,7.0
7162,auricled,8.0
7163,auriculae,9.0
7164,auriculas,9.0
7165,auricula,8.0
7166,auricular,9.0
7167,auricularia,11.0
7168,auricularly,11.0
7169,auriculars,10.0
7170,auriculate,10.0
7171,auriculated,11.0
7172,auriferous,10.0
7173,auriflamme,10.0
7174,auriform,8.0
7175,auriga,6.0
7176,aurigal,7.0
7177,aurigation,10.0
7178,aurigraphy,10.0
7179,aurin,5.0
7180,auriphrygiate,13.0
7181,auripigment,11.0
7182,auriscalp,9.0
7183,auriscope,9.0
7184,auriscopy,9.0
7185,aurist,6.0
7186,aurited,7.0
7187,aurivorous,10.0
7188,aurocephalous,13.0
7189,aurochloride,12.0
7190,aurochs,7.0
7191,aurocyanide,11.0
7192,auroras,7.0
7193,aurorae,7.0
7194,aurora,6.0
7195,auroral,7.0
7196,aurous,6.0
7197,aurum,5.0
7198,auscult,7.0
7199,auscultate,10.0
7200,auscultation,12.0
7201,auscultator,11.0
7202,auscultatory,12.0
7203,ausonian,8.0
7204,auspicate,9.0
7205,auspices,8.0
7206,auspice,7.0
7207,auspicial,9.0
7208,auspicious,10.0
7209,auster,6.0
7210,austere,7.0
7211,austerely,9.0
7212,austereness,11.0
7213,austerities,11.0
7214,austerity,9.0
7215,austin,6.0
7216,austral,7.0
7217,australasian,12.0
7218,australian,10.0
7219,australize,10.0
7220,austrian,8.0
7221,austrine,8.0
7222,austromancy,11.0
7223,autarchy,8.0
7224,authentic,9.0
7225,authentical,11.0
7226,authentically,13.0
7227,authenticalness,15.0
7228,authenticated,13.0
7229,authenticating,14.0
7230,authenticate,12.0
7231,authenticity,12.0
7232,authenticly,11.0
7233,authenticness,13.0
7234,authentics,10.0
7235,author,6.0
7236,authoress,9.0
7237,authorial,9.0
