,C,Length
7422,copperplate,11
7423,coppersmith,11
7424,copperworm,10
7425,coppery,7
7426,coppice,7
7427,coppin,6
7428,copple,6
7429,coppled,7
7430,copplestone,11
7431,copps,5
7432,copra,5
7433,coprolite,9
7434,coprolitic,10
7435,coprophagan,11
7436,coprophagous,12
7437,cops,4
7438,copse,5
7439,copsewood,9
7440,copsy,5
7441,coptic,6
7442,copts,5
7443,copula,6
7444,copulate,8
7445,copulated,9
7446,copulating,10
7447,copulation,10
7448,copulative,10
7449,copulatively,12
7450,coplatry,8
7451,copies,6
7452,copy,4
7453,copied,6
7454,copying,7
7455,copyer,6
7456,copygraph,9
7457,copyhold,8
7458,copyholder,10
7459,copyist,7
7460,copyright,9
7461,coquelicot,10
7462,coquetted,9
7463,coquetting,10
7464,coquet,6
7465,coquetries,10
7466,coquetry,8
7467,coquette,8
7468,coquettish,10
7469,coquettishly,12
7470,coquimbite,10
7471,coquina,7
7472,cor,3
7473,cora,4
7474,coracle,7
7475,coracoid,8
7476,corage,6
7477,coral,5
7478,coraled,7
7479,corallaceous,12
7480,corallian,9
7481,coralliferous,13
7482,coralliform,11
7483,coralligena,11
7484,coralligenous,13
7485,coralligerous,13
7486,corallin,8
7487,coralline,9
7488,corallinite,11
7489,corallite,9
7490,coralloid,9
7491,coralloidal,11
7492,corallum,8
7493,coralwort,9
7494,coranach,8
7495,corant,6
7496,coranto,7
7497,corb,4
7498,corban,6
7499,corbe,5
7500,corbell,7
7501,corbel,6
7502,corbies,7
7503,corbie,6
7504,corby,5
7505,corbiestep,10
7506,corchorus,9
7507,corcle,6
7508,corcule,7
7509,cord,4
7510,corded,6
7511,cording,7
7512,cordage,7
7513,cordal,6
7514,cordate,7
7515,cordately,9
7516,cordelier,9
7517,cordeling,9
7518,cordelle,8
7519,cordial,7
7520,cordialities,12
7521,cordiality,10
7522,cordialize,10
7523,cordially,9
7524,cordialness,11
7525,cordierite,10
7526,cordoform,9
7527,cordillera,10
7528,cordiner,8
7529,cordon,6
7530,cordonnet,9
7531,cordovan,8
7532,corduroy,8
7533,cordwain,8
7534,cordwainer,10
7535,core,4
7536,coring,6
7537,coreopsis,9
7538,corer,5
7539,corves,6
7540,corf,4
7541,corfiote,8
7542,corfute,7
7543,coriaceous,10
7544,coriander,9
7545,coridine,8
7546,corindon,8
7547,corinne,7
7548,corinth,7
7549,corinthiac,10
7550,corinthian,10
7551,corium,6
7552,corival,7
7553,corivalry,9
7554,corivalship,11
7555,cork,4
7556,corked,6
7557,corking,7
7558,corkage,7
7559,corkiness,9
7560,corkscrew,9
7561,corkwing,8
7562,corky,5
7563,corm,4
7564,cormogeny,9
7565,cormophylogeny,14
7566,cormophytes,11
7567,cormophyta,10
7568,cormorant,9
7569,cormoraut,9
7570,cormus,6
7571,corn,4
7572,corned,6
7573,corning,7
7574,cornage,7
7575,cornamute,9
7576,cornbind,8
7577,corncob,7
7578,corncrake,9
7579,corncrib,8
7580,corncutter,10
7581,corndodger,10
7582,corneas,7
7583,cornea,6
7584,corneal,7
7585,cornel,6
7586,cornelian,9
7587,cornemuse,9
7588,corneocalcareous,16
7589,corneouss,9
7590,corner,6
7591,cornered,8
7592,cornering,9
7593,cornercap,9
7594,cornerwise,10
7595,cornet,6
7596,cornetcy,8
7597,corneter,8
7598,corneule,8
7599,cornfield,9
7600,cornfloor,9
7601,cornflower,10
7602,cornic,6
7603,cornice,7
7604,corniced,8
7605,cornicle,8
7606,cornicular,10
7607,cor/niculate,12
7608,cornicula,9
7609,corniculum,10
7610,corniferous,11
7611,cornific,8
7612,cornification,13
7613,cornified,9
7614,corniform,9
7615,cornigerous,11
7616,cornin,6
7617,corniplume,10
7618,cornish,7
7619,cornist,7
7620,cornloft,8
7621,cornmuse,8
7622,cornopean,9
7623,cornsheller,11
7624,cornshuck,9
7625,cornstalk,9
7626,cornstarch,10
7627,cornua,6
7628,cornu,5
7629,cornucopias,11
7630,cornucopia,10
7631,cornute,7
7632,cornuted,8
7633,cornuto,7
7634,cornutor,8
7635,corny,5
7636,corocore,8
7637,corody,6
7638,corol,5
7639,corolla,7
7640,corollaceous,12
7641,corollaries,11
7642,corollary,9
7643,corollate,9
7644,corollated,10
7645,corollet,8
7646,corollifloral,13
7647,corolliflorous,14
7648,corolline,9
7649,coromandel,10
7650,coronae,7
7651,coronas,7
7652,corona,6
7653,coronach,8
7654,coronal,7
7655,coronamen,9
7656,coronary,8
7657,coronate,8
7658,coronated,9
7659,coronation,10
7660,coronel,7
7661,coroner,7
7662,coronet,7
7663,coroneted,9
7664,coroniform,10
7665,coronilla,9
7666,coronis,7
7667,coronoid,8
7668,coronule,8
7669,coroun,6
7670,corozo,6
7671,corosso,7
7672,corporace,9
7673,corporal,8
7674,corporale,9
7675,corporalities,13
7676,corporality,11
7677,corporally,10
7678,corporalship,12
7679,corporas,8
7680,corporate,9
7681,corporately,11
7682,corporation,11
7683,corporator,10
7684,corporature,11
7685,corporeal,9
7686,corporealism,12
7687,corporealist,12
7688,corporealities,14
7689,corporeality,12
7690,corporeally,11
7691,corporealness,13
7692,corporeity,10
7693,corporify,9
7694,corposant,9
7695,corps,5
7696,corpse,6
7697,corpulence,10
7698,corpulency,10
7699,corpulent,9
7700,corpulently,11
7701,corpora,7
7702,corpus,6
7703,corpuscle,9
7704,corpuscular,11
7705,corpuscularian,14
7706,corpuscule,10
7707,corpusculous,12
7708,corrade,7
7709,corradial,9
7710,corradiate,10
7711,corradiation,12
7712,corral,6
7713,corraled,8
7714,corralling,10
7715,corrasion,9
7716,corrasive,9
7717,correct,7
7718,corrected,9
7719,correcting,10
7720,correctible,11
7721,correctable,11
7722,correctify,10
7723,correction,10
7724,correctional,12
7725,correctioner,12
7726,corrective,10
7727,correctly,9
7728,correctness,11
7729,corrector,9
7730,correctory,10
7731,correctress,11
7732,corregidor,10
7733,correi,6
7734,correlatable,12
7735,correlated,10
7736,correlating,11
7737,correlate,9
7738,correlation,11
7739,correlative,11
7740,correlatively,13
7741,correlativeness,15
7742,correligionist,14
7743,correption,10
7744,corresponded,12
7745,corresponding,13
7746,correspond,10
7747,correspondence,14
7748,correspondencies,16
7749,correspondency,14
7750,correspondent,13
7751,correspondently,15
7752,correspondingly,15
7753,corresponsive,13
7754,corridor,8
7755,corrie,6
7756,corrigenda,10
7757,corrigendum,11
7758,corrigent,9
7759,corrigibility,13
7760,corrigible,10
7761,corrigibleness,14
7762,corrival,8
7763,corrivalry,10
7764,corrivalship,12
7765,corrivate,9
7766,corrivation,11
7767,corroborant,11
7768,corroborated,12
7769,corroborating,13
7770,corroborate,11
7771,corroboration,13
7772,corroborative,13
7773,corroboratory,13
7774,corroded,8
7775,corroding,9
7776,corrode,7
7777,corrodent,9
7778,corrodiate,10
7779,corrodibility,13
7780,corrodible,10
7781,corrosibility,13
7782,corrosible,10
7783,corrosibleness,14
7784,corrosion,9
7785,corrosive,9
7786,corroval,8
7787,corrovaline,11
7788,corrugant,9
7789,corrugate,9
7790,corrugated,10
7791,corrugating,11
7792,corrugation,11
7793,corrugator,10
7794,corrugent,9
7795,corrump,7
7796,corrumpable,11
7797,corrupt,7
7798,corrupted,9
7799,corrupting,10
7800,corrupter,9
7801,corruptful,10
7802,corruptibility,14
7803,corruptible,11
7804,corruptingly,12
7805,corruption,10
7806,corruptionist,13
7807,corruptive,10
7808,corruptless,11
7809,corruptly,9
7810,corruptness,11
7811,corruptress,11
7812,corsac,6
7813,corsage,7
7814,corsair,7
7815,corsak,6
7816,corse,5
7817,corselet,8
7818,corsepresent,12
7819,corset,6
7820,corseted,8
7821,corseting,9
7822,corslet,7
7823,corsned,7
7824,cortege,7
7825,cortes,6
7826,cortices,8
7827,cortex,6
7828,cortical,8
7829,corticate,9
7830,corticated,10
7831,corticifer,10
7832,corticiferous,13
7833,corticiform,11
7834,corticine,9
7835,corticose,9
7836,corticous,9
7837,cortile,7
7838,corundums,9
7839,corundum,8
7840,coruscant,9
7841,coruscate,9
7842,coruscation,11
7843,corve,5
7844,corvee,6
7845,corven,6
7846,corvet,6
7847,corvette,8
7848,corvetto,8
7849,corvine,7
7850,corvorant,9
7851,corybants,9
7852,corybantes,10
7853,corybant,8
7854,corybantiasm,12
7855,corybantic,10
7856,corymb,6
7857,corymbed,8
7858,corymbiferous,13
7859,corymbose,9
7860,corymbosely,11
7861,coryphaenoid,12
7862,coryphee,8
7863,coryphene,9
7864,corypheuses,11
7865,coryphei,8
7866,corypheus,9
7867,coryphodon,10
7868,coryphodont,11
7869,coryza,6
7870,coscinomancy,12
7871,coscoroba,9
7872,cosecant,8
7873,cosen,5
7874,cosenage,8
7875,cosening,8
7876,cosentient,10
7877,cosey,5
7878,cosher,6
7879,cosherer,8
7880,coshering,9
7881,cosier,6
7882,cosignificative,15
7883,cosignitary,11
7884,cosignitaries,13
7885,cosily,6
7886,cosinage,8
7887,cosine,6
7888,cosmetic,8
7889,cosmetical,10
7890,cosmic,6
7891,cosmical,8
7892,cosmically,10
7893,cosmogonal,10
7894,cosmogonic,10
7895,cosmogonical,12
7896,cosmogonist,11
7897,cosmogonies,11
7898,cosmogony,9
7899,cosmographer,12
7900,cosmographic,12
7901,cosmographical,14
7902,cosmographically,16
7903,cosmographies,13
7904,cosmography,11
7905,cosmolabe,9
7906,cosmolatry,10
7907,cosmoline,9
7908,cosmological,12
7909,cosmologist,11
7910,cosmology,9
7911,cosmometry,10
7912,cosmoplastic,12
7913,cosmopolitan,12
7914,cosmopolite,11
7915,cosmopolitanism,15
7916,cosmopolitical,14
7917,cosmopolitism,13
7918,cosmorama,9
7919,cosmoramic,10
7920,cosmos,6
7921,cosmosphere,11
7922,cosmotheism,11
7923,cosmothetic,11
7924,cosovereign,11
7925,coss,4
7926,cossack,7
7927,cossas,6
7928,cosset,6
7929,cossic,6
7930,cossical,8
7931,cost,4
7932,costing,7
7933,costa,5
7934,costage,7
7935,costal,6
7936,costard,7
7937,costardmonger,13
7938,costate,7
7939,costated,8
7940,costean,7
7941,costeaning,10
7942,costellate,10
7943,coster,6
7944,costermonger,12
7945,costiferous,11
7946,costive,7
7947,costively,9
7948,costiveness,11
7949,costless,8
7950,costlewe,8
7951,costliness,10
7952,costly,6
7953,costmary,8
7954,costotome,9
7955,costrel,7
7956,costume,7
7957,costumer,8
7958,cosupreme,9
7959,cosureties,10
7960,cosurety,8
7961,cosy,4
7962,cot,3
7963,cotangent,9
7964,cotarnine,9
7965,cote,4
7966,cotemporaneous,14
7967,cotemporary,11
7968,cotemporaries,13
7969,cotenant,8
7970,coterie,7
7971,coterminous,11
7972,cotgare,7
7973,cothurn,7
7974,cothurnate,10
7975,cothurnated,11
7976,cothurnus,9
7977,coticular,9
7978,cotidal,7
7979,cotillon,8
7980,cotillion,9
7981,cotinga,7
7982,cotise,6
7983,cotised,7
7984,cotland,7
7985,cotquean,8
7986,cotqueanity,11
7987,cotrustee,9
7988,cotswold,8
7989,cottage,7
7990,cottaged,8
7991,cottagely,9
7992,cottager,8
7993,cotter,6
7994,cottar,6
7995,cottier,7
7996,cottise,7
7997,cottised,8
7998,cottoid,7
7999,cottolene,9
8000,cotton,6
8001,cottonade,9
8002,cottonary,9
8003,cottonous,9
8004,cottontail,10
8005,cottonweed,10
8006,cottonwood,10
8007,cottony,7
8008,cottrel,7
8009,cotyla,6
8010,cotyle,6
8011,cotyledon,9
8012,cotyledonal,11
8013,cotyledonary,12
8014,cotyledonous,12
8015,cotyliform,10
8016,cotyligerous,12
8017,cotyloid,8
8018,coucal,6
8019,couched,7
8020,couching,8
8021,couch,5
8022,couchancy,9
8023,couchant,8
8024,couche,6
8025,couchee,7
8026,coucher,7
8027,couchless,9
8028,coudee,6
8029,cougar,6
8030,coughed,7
8031,coughing,8
8032,cough,5
8033,cougher,7
8034,couhage,7
8035,coulee,6
8036,coulisse,8
8037,couloir,7
8038,coulomb,7
8039,coulter,7
8040,coulterneb,10
8041,coumaric,8
8042,coumarin,8
8043,council,7
8044,councilist,10
8045,councilmen,10
8046,councilman,10
8047,councilor,9
8048,counsel,7
8049,counseled,9
8050,counselled,10
8051,counseling,10
8052,counselling,11
8053,counselable,11
8054,counselor,9
8055,counselorship,13
8056,counted,7
8057,counting,8
8058,count,5
8059,countable,9
8060,counttenance,12
8061,countenanced,12
8062,countenancing,13
8063,countenance,11
8064,countenancer,12
8065,counter,7
8066,counteracted,12
8067,counteracting,13
8068,counteract,10
8069,counteraction,13
8070,counteractive,13
8071,counteractibely,15
8072,counterbalanced,15
8073,counterbalancing,16
8074,counterbalance,14
8075,counterbore,11
8076,counterbrace,12
8077,counterbuff,11
8078,countercast,11
8079,countercaster,13
8080,counterchanged,14
8081,counterchanging,15
8082,counterchange,13
8083,countercharge,13
8084,countercharmed,14
8085,countercharming,15
8086,countercharm,12
8087,counterchecked,14
8088,counterchecking,15
8089,countercheck,12
8090,counterclaim,12
8091,countercurrent,14
8092,counterdrew,11
8093,counterdrawn,12
8094,counterdrawing,14
8095,counterdraw,11
8096,counterfaisance,15
8097,counterfeit,11
8098,counterfeited,13
8099,counterfeiting,14
8100,counterfeiter,13
8101,counterfeitly,13
8102,counterfesance,14
8103,counterfleury,13
8104,counterflory,12
8105,counterfoil,11
8106,counterforce,12
8107,counterfort,11
8108,countergage,11
8109,counterguard,12
8110,counterirritant,15
8111,counterirritation,17
8112,counterirritate,15
8113,counterjumper,13
8114,countermen,10
8115,counterman,10
8116,countermanded,13
8117,countermanding,14
8118,countermand,11
8119,countermandable,15
8120,countermarched,14
8121,countermarching,15
8122,countermarch,12
8123,countermark,11
8124,countermine,11
8125,countermined,12
8126,countermining,13
8127,countermove,11
8128,countermovement,15
8129,countermure,11
8130,countermured,12
8131,countermuring,13
8132,counternatural,14
8133,counterpane,11
8134,counterpart,11
8135,counterpassant,14
8136,counterplead,12
8137,counterplotted,14
8138,counterplotting,15
8139,counterplot,11
8140,counterpoint,12
8141,counterpoised,13
8142,counterpoising,14
8143,counterpoise,12
8144,counterpole,11
8145,counterponderate,16
8146,counterproved,13
8147,counterproving,14
8148,counterprove,12
8149,counterrolment,14
8150,counterscale,12
8151,counterscarf,12
8152,countersealed,13
8153,countersealing,14
8154,counterseal,11
8155,countersecure,13
8156,countershaft,12
8157,countersigned,13
8158,countersigning,14
8159,countersign,11
8160,countersunk,11
8161,countersinking,14
8162,countersink,11
8163,counterstand,12
8164,counterstep,11
8165,counterstock,12
8166,counterstroke,13
8167,countersway,11
8168,counterterm,11
8169,countertime,11
8170,countertrippant,15
8171,countertripping,15
8172,counterturn,11
8173,countervailed,13
8174,countervailing,14
8175,countervail,11
8176,countervallation,16
8177,counterview,11
8178,countervote,11
8179,counterwait,11
8180,counterweigh,12
8181,counterwheel,12
8182,counterwork,11
8183,countesses,10
8184,countess,8
8185,countinghouse,13
8186,countingroom,12
8187,countless,9
8188,countor,7
8189,countour,8
8190,countourhouse,13
8191,countreplete,12
8192,countretaille,13
8193,countrified,11
8194,countrify,9
8195,countries,9
8196,country,7
8197,countrymen,10
8198,countryman,10
8199,countryside,11
8200,countrywomen,12
8201,countrywoman,12
8202,counties,8
8203,county,6
8204,coup,4
8205,coupable,8
8206,coupe,5
8207,couped,6
8208,coupee,6
8209,couple,6
8210,coupled,7
8211,coupling,8
8212,couplement,10
8213,coupler,7
8214,couplet,7
8215,coupon,6
8216,coupure,7
8217,courage,7
8218,couage,6
8219,courageous,10
8220,courageously,12
8221,courageousness,14
8222,courant,7
8223,couranto,8
8224,courap,6
8225,courb,5
8226,courbaril,9
8227,courche,7
8228,courier,7
8229,courlan,7
8230,course,6
8231,coursed,7
8232,coursing,8
8233,courser,7
8234,coursey,7
8235,court,5
8236,courted,7
8237,courting,8
8238,courtbred,9
8239,courteous,9
8240,courteously,11
8241,courteousness,13
8242,courtepy,8
8243,courter,7
8244,courtesan,9
8245,courtesanship,13
8246,courtesies,10
8247,courtesy,8
8248,courtesied,10
8249,courtesying,11
8250,courtehouse,11
8251,courtier,8
8252,courtiery,9
8253,courtlike,9
8254,courtliness,11
8255,courtling,9
8256,courtly,7
8257,courtship,9
8258,courtyard,9
8259,couscous,8
8260,couscousou,10
8261,cousin,6
8262,cousinage,9
8263,cousinhood,10
8264,cousinly,8
8265,cousinry,8
8266,cousinship,10
8267,coussinet,9
8268,couteau,7
8269,couth,5
8270,couvade,7
8271,covariant,9
8272,cove,4
8273,coved,5
8274,coving,6
8275,covelline,9
8276,covellite,9
8277,covenable,9
8278,covenably,9
8279,covenant,8
8280,covenanted,10
8281,covenanting,11
8282,covenantee,10
8283,covenanter,10
8284,covenantor,10
8285,covenous,8
8286,covent,6
8287,coventry,8
8288,covered,7
8289,covering,8
8290,cover,5
8291,coverchief,10
8292,covercle,8
8293,coverer,7
8294,coverlet,8
8295,coverlid,8
8296,covert,6
8297,covertly,8
8298,covertness,10
8299,coverture,9
8300,coveting,8
8301,covet,5
8302,covetable,9
8303,coveter,7
8304,covetise,8
8305,covetiveness,12
8306,covetous,8
8307,covetously,10
8308,covetousness,12
8309,covey,5
8310,covin,5
8311,covinous,8
8312,cow,3
8313,cows,4
8314,kine,4
8315,cowed,5
8316,cowing,6
8317,cowage,6
8318,cowan,5
8319,coward,6
8320,cowardice,9
8321,cowardie,8
8322,cowardish,9
8323,cowardize,9
8324,cowardliness,12
8325,cowardly,8
8326,cowardship,10
8327,cowbane,7
8328,cowberries,10
8329,cowberry,8
8330,cowbird,7
8331,cowblakes,9
8332,cowboy,6
8333,cowcatxjer,10
8334,cowdie,6
8335,cowered,7
8336,cowering,8
8337,cower,5
8338,cowfish,7
8339,cowhage,7
8340,cowhearted,10
8341,cowherd,7
8342,cowhide,7
8343,cowhided,8
8344,cowhiding,9
8345,cowish,6
8346,cowitch,7
8347,cowl,4
8348,cowled,6
8349,cowleech,8
8350,cowleeching,11
8351,cowlick,7
8352,cowlike,7
8353,cowlstaff,9
8354,coworker,8
8355,cowpea,6
8356,cowpock,7
8357,cowpox,6
8358,cowquake,8
8359,cowrie,6
8360,cowries,7
8361,cowry,5
8362,cowslip,7
8363,cowslipped,10
8364,cowweed,7
8365,cowwheat,8
8366,cox,3
8367,coxa,4
8368,coxalgia,8
8369,coxalgy,7
8370,coxcomb,7
8371,coxcombical,11
8372,coxcombly,9
8373,coxcombry,9
8374,coxcomical,10
8375,coxcomically,12
8376,coxswain,8
8377,coy,3
8378,coyed,5
8379,coying,6
8380,coyish,6
8381,coyly,5
8382,coyness,7
8383,coyote,6
8384,coypu,5
8385,coystrel,8
8386,coz,3
8387,cozened,7
8388,cozening,8
8389,cozen,5
8390,cozenage,8
8391,cozener,7
8392,cozier,6
8393,cozily,6
8394,coziness,8
8395,cozy,4
8396,crab,4
8397,crabbed,7
8398,crabber,7
8399,crabbing,8
8400,crabbish,8
8401,crabby,6
8402,crabeater,9
8403,craber,6
8404,crabfaced,9
8405,crabsidle,9
8406,crabstick,9
8407,crache,6
8408,cracked,7
8409,cracking,8
8410,crack,5
8411,cracker,7
8412,crackle,7
8413,crackled,8
8414,crackleware,11
8415,crackling,9
8416,cracknel,8
8417,cracksmen,9
8418,cracksman,9
8419,cracovian,9
8420,cracovienne,11
8421,cracowes,8
8422,cradle,6
8423,cradled,7
8424,cradling,8
8425,craft,5
8426,craftily,8
8427,craftiness,10
8428,craftless,9
8429,craftsmen,9
8430,craftsman,9
8431,craftsmanship,13
8432,craftsmaster,12
8433,crafty,6
8434,crag,4
8435,cragged,7
8436,cradgedness,11
8437,cragginess,10
8438,craggy,6
8439,cragsmen,8
8440,cragsman,8
8441,craie,5
8442,crail,5
8443,crake,5
8444,crakeberry,10
8445,craker,6
8446,crammed,7
8447,cramming,8
8448,cram,4
8449,crambo,6
8450,crammer,7
8451,cramoisie,9
8452,cramoisy,8
8453,cramp,5
8454,cramped,7
8455,cramping,8
8456,crampet,7
8457,crampfish,9
8458,crampit,7
8459,crampon,7
8460,cramponee,9
8461,crampoons,9
8462,crampy,6
8463,cran,4
8464,crane,5
8465,cranage,7
8466,cranberries,11
8467,cranberry,9
8468,cranch,6
8469,craned,6
8470,craning,7
8471,crang,5
8472,crania,6
8473,cranial,7
8474,cranioclasm,11
8475,cranioclast,11
8476,craniofacial,12
8477,craniognomy,11
8478,craniological,13
8479,craniologist,12
8480,craniology,10
8481,craniometer,11
8482,craniometric,12
8483,craniometrical,14
8484,craniometry,11
8485,cranioscopist,13
8486,cranioscopy,11
8487,craniota,8
8488,craniotomy,10
8489,craniums,8
8490,cranium,7
8491,crank,5
8492,crankbird,9
8493,cranked,7
8494,crankiness,10
8495,crankle,7
8496,crankness,9
8497,cranky,6
8498,crannied,8
8499,crannog,7
8500,crannoge,8
8501,crannies,8
8502,cranny,6
8503,crannying,9
8504,crantara,8
8505,crants,6
8506,crapaudine,10
8507,crape,5
8508,craped,6
8509,craping,7
8510,crapefish,9
8511,crapnel,7
8512,crappie,7
8513,crapple,7
8514,craps,5
8515,crapula,7
8516,crapule,7
8517,crapulence,10
8518,crapulent,9
8519,crapulous,9
8520,crapy,5
8521,crare,5
8522,crase,5
8523,crashed,7
8524,crashing,8
8525,crash,5
8526,crasis,6
8527,craspedota,10
8528,craspedote,10
8529,crass,5
8530,crassament,10
8531,crassamentum,12
8532,crassiment,10
8533,crassitude,10
8534,crassness,9
8535,crastination,12
8536,crataegus,9
8537,cratch,6
8538,crate,5
8539,crated,6
8540,crating,7
8541,crater,6
8542,crateriform,11
8543,craterous,9
8544,craunched,9
8545,craunching,10
8546,craunch,7
8547,cravat,6
8548,cravatted,9
8549,craved,6
8550,craving,7
8551,crave,5
8552,craven,6
8553,cravened,8
8554,cravening,9
8555,craver,6
8556,craw,4
8557,crawfish,8
8558,crayfish,8
8559,crawford,8
8560,crawled,7
8561,crawling,8
8562,crawl,5
8563,crawler,7
8564,crawly,6
8565,cray,4
8566,crayer,6
8567,crayon,6
8568,crayoned,8
8569,crayoning,9
8570,crazed,6
8571,crazing,7
8572,craze,5
8573,crazedness,10
8574,crazily,7
8575,craziness,9
8576,crazy,5
8577,creable,7
8578,creaght,7
8579,creaked,7
8580,creaking,8
8581,creak,5
8582,cream,5
8583,creamed,7
8584,creaming,8
8585,creamcake,9
8586,creameries,10
8587,creamery,8
8588,creaminess,10
8589,creamy,6
8590,creance,7
8591,creant,6
8592,crease,6
8593,creased,7
8594,creasing,8
8595,creaser,7
8596,creasote,8
8597,creasy,6
8598,creat,5
8599,creatable,9
8600,create,6
8601,created,7
8602,creating,8
8603,creatic,7
8604,creatin,7
8605,creatinin,9
8606,creation,8
8607,creational,10
8608,creationism,11
8609,creative,8
8610,creativeness,12
8611,cretor,6
8612,creatorship,11
8613,creatress,9
8614,creatrix,8
8615,creatural,9
8616,creature,8
8617,cratureless,11
8618,creaturely,10
8619,creatureship,12
8620,creaturize,10
8621,creaze,6
8622,crebricostate,13
8623,crebrisulcate,13
8624,crebritude,10
8625,crebrous,8
8626,cr/che,6
8627,credence,8
8628,credenda,8
8629,credendum,9
8630,credent,7
8631,credential,10
8632,credibility,11
8633,credible,8
8634,credibleness,12
8635,credibly,8
8636,credit,6
8637,credited,8
8638,crediting,9
8639,creditable,10
8640,creditableness,14
8641,creditably,10
8642,creditor,8
8643,creditress,10
8644,creditrix,9
8645,credo,5
8646,credulity,9
8647,credulous,9
8648,credulously,11
8649,credulousness,13
8650,creed,5
8651,creedless,9
8652,creek,5
8653,creekfish,9
8654,creeks,6
8655,creeky,6
8656,creel,5
8657,crept,5
8658,crope,5
8659,creeping,8
8660,creep,5
8661,creeper,7
8662,creephole,9
8663,creepie,7
8664,creepiness,10
8665,creepingly,10
8666,creeple,7
8667,creepy,6
8668,crees,5
8669,creese,6
8670,cremaillere,11
8671,cremaster,9
8672,cremasteric,11
8673,cremate,7
8674,cremation,9
8675,cremationist,12
8676,cremator,8
8677,crematoriums,12
8678,crematories,11
8679,crematorium,11
8680,crematory,9
8681,cremocarp,9
8682,cremona,7
8683,cremor,6
8684,cremosin,8
8685,crems,5
8686,crenate,7
8687,crenated,8
8688,crenation,9
8689,crenature,9
8690,crenel,6
8691,crenelated,10
8692,crenelating,11
8693,crenelate,9
8694,crenelation,11
8695,crenelle,8
8696,crenelled,9
8697,crengle,7
8698,crenkle,7
8699,crenulate,9
8700,crenulated,10
8701,crenulation,11
8702,creole,6
8703,creolean,8
8704,creolian,8
8705,creosol,7
8706,creosote,8
8707,creosoted,9
8708,creosoting,10
8709,crepance,8
8710,crepane,7
8711,crepe,5
8712,crepitant,9
8713,crepitated,10
8714,crepitating,11
8715,crepitate,9
8716,crepitation,11
8717,crepitus,8
8718,crepon,6
8719,crepuscle,9
8720,crepuscule,10
8721,crepuscular,11
8722,crepusculous,12
8723,crepusculine,12
8724,crescence,9
8725,crescendo,9
8726,crescent,8
8727,crescentic,10
8728,crescentwise,12
8729,crescive,8
8730,cresol,6
8731,cresorcin,9
8732,cresses,7
8733,cress,5
8734,cresselle,9
8735,cresset,7
8736,cressy,6
8737,crest,5
8738,crested,7
8739,cresting,8
8740,crestfallen,11
8741,crestless,9
8742,cresylic,8
8743,cretaceous,10
8744,cretaceously,12
8745,cretan,6
8746,crete,5
8747,cretian,7
8748,cretic,6
8749,creticism,9
8750,cretin,6
8751,cretinism,9
8752,cretinous,9
8753,cretism,7
8754,cretonne,8
8755,cretose,7
8756,creutzer,8
8757,creux,5
8758,crevalle,8
8759,crevasse,8
8760,crevet,6
8761,crevice,7
8762,creviced,8
8763,crevis,6
8764,crew,4
8765,crewel,6
8766,crewelwork,10
8767,crewet,6
8768,crib,4
8769,cribbed,7
8770,cribbing,8
8771,cribbage,8
8772,criber,6
8773,cribble,7
8774,cribbled,8
8775,cribbling,9
8776,cribellum,9
8777,cribrate,8
8778,cribration,10
8779,cribriform,10
8780,cribrose,8
8781,cric,4
8782,crick,5
8783,cricket,7
8784,cricketer,9
8785,cricoid,7
8786,cricothyroid,12
8787,cried,5
8788,crier,5
8789,crime,5
8790,crimeful,8
8791,crimeless,9
8792,criminal,8
8793,criminalist,11
8794,criminality,11
8795,criminally,10
8796,criminalness,12
8797,criminated,10
8798,criminating,11
8799,criminate,9
8800,crimination,11
8801,criminative,11
8802,criminatory,11
8803,criminology,11
8804,criminous,9
8805,crimosin,8
8806,crimped,7
8807,crimping,8
8808,crimp,5
8809,crimpage,8
8810,crimper,7
8811,crimpled,8
8812,crimpling,9
8813,crimple,7
8814,crimpy,6
8815,crimson,7
8816,crimsoned,9
8817,crimsoning,10
8818,crinal,6
8819,crinated,8
8820,crinatory,9
8821,crincum,7
8822,crined,6
8823,crinel,6
8824,crinet,6
8825,crnged,6
8826,cringing,8
8827,cringe,6
8828,cringeling,10
8829,cringer,7
8830,cringingly,10
8831,cringle,7
8832,crinicultural,13
8833,crinigerous,11
8834,crinital,8
8835,crinite,7
8836,crinitory,9
8837,crinkled,8
8838,crinkling,9
8839,crinkle,7
8840,crinkly,7
8841,crinoid,7
8842,crinoidal,9
8843,crinoidea,9
8844,crinoidean,10
8845,crinoline,9
8846,crinose,7
8847,crinosity,9
8848,crinum,6
8849,criosphinx,10
8850,cripple,7
8851,crippled,8
8852,crippling,9
8853,crippleness,11
8854,crippler,8
8855,cripply,7
8856,crises,6
8857,crisis,6
8858,crisp,5
8859,crisped,7
8860,crisping,8
8861,crispate,8
8862,crispated,9
8863,crispation,10
8864,crispature,10
8865,crisper,7
8866,crispin,7
8867,crisply,7
8868,crispness,9
8869,crispy,6
8870,crissal,7
8871,crisscross,10
8872,crissa,6
8873,crissum,7
8874,cristate,8
8875,criteria,8
8876,criterions,10
8877,criterion,9
8878,crith,5
8879,crithomancu,11
8880,critic,6
8881,critical,8
8882,critically,10
8883,criticalness,12
8884,criticaster,11
8885,criticisable,12
8886,criticised,10
8887,criticising,11
8888,criticise,9
